sort order,2016,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes,  ,Meters Completed,Macro %  can_seg1,Macro %  can_seg2,Macro % can_seg3,MacroLT5stp_seg1,MacroLT5stp_seg2,MacroLT5stp_seg3,Macro5-15stp_seg1,Macro5-15stp_seg2,Macro5-15stp_seg3,MacroGT15stp_seg1,MacroGT15stp_seg2,MacroGT15stp_seg3,Nereostipes_seg1,Nereostipes_seg2,Nereostipes_seg3,Nereobundles_seg1,Nereobundles_seg2,Nereobundles_seg3
403,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,2,10,BOT,3,,16,1.9,L,180,,50,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
404,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,2,10,BOT,4,,15,1.8,L,180,,50,EMLA,ALL,1,4,4,,,,,,,,,,,,,,,,,,,,,,
405,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,1,,12,2.1,L,180,,54,SEME,ALL,1,32,32,,,,,,,,,,,,,,,,,,,,,,
406,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,1,,12,2.1,L,180,,54,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
407,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,1,,12,2.1,L,180,,54,HEDE,ALL,1,16,16,,,,,,,,,,,,,,,,,,,,,,
408,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,1,,12,2.1,L,180,,54,SCMA,ALL,1,31,31,,,,,,,,,,,,,,,,,,,,,,
409,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,2,,13,2.1,L,180,,50,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
410,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,3,,13,2.1,L,10,,50,SEME,ALL,1,6,6,,,,,,,,,,,,,,,,,,,,,,
411,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,3,,13,2.1,L,10,,50,RYOY,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
412,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,3,,13,2.1,L,10,,50,EMLA,ALL,1,31,31,,,,,,,,,,,,,,,,,,,,,,
413,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,SEME,ALL,2,33,33,,,,,,,,,,,,,,,,,,,,,,
414,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,SEME,ALL,2,37,37,,,,,,,,,,,,,,,,,,,,,,
415,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,SEME,ALL,2,42,42,,,,,,,,,,,,,,,,,,,,,,
416,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,EMLA,ALL,1,17,17,,,,,,,,,,,,,,,,,,,,,,
417,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,EMLA,ALL,1,26,26,,,,,,,,,,,,,,,,,,,,,,
418,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,EMLA,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
419,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,EMLA,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
420,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,5,,13,2.1,L,190,,50,EMLA,ALL,1,24,24,,,,,,,,,,,,,,,,,,,,,,
421,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,5,,13,2.1,L,190,,50,RYOY,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
422,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,SEBYTy,ALL,2,4,4,,,,,,,,,,,,,,,,,,,,,,
423,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
424,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
425,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,OPEL,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
426,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,OPEL,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
427,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,9.1,L,,,49,SEBYTy,ALL,120,4,4,,,,,,,,,,,,,,,,,,,,,,
428,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,9.1,L,,,49,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
429,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,9.1,L,,,49,EMLA,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
430,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,9.1,L,,,49,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
431,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,9.1,L,,,49,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
432,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,8.3,L,,,49,SEBYTy,ALL,2,4,4,,,,,,,,,,,,,,,,,,,,,,
433,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,8.3,L,,,49,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
434,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,8.0,L,,,52,EMLA,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
435,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,7.7,L,,,48,SEME,ALL,5,25,25,,,,,,,,,,,,,,,,,,,,,,
436,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,7.7,L,,,48,SEME,ALL,4,30,30,,,,,,,,,,,,,,,,,,,,,,
437,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,7.7,L,,,48,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
438,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,7.7,L,,,48,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
439,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,7.7,L,,,48,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
440,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,SEBYTy,ALL,67,3,3,,,,,,,,,,,,,,,,,,,,,,
441,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,SEBYTy,ALL,24,4,4,,,,,,,,,,,,,,,,,,,,,,
442,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
443,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
444,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,EMLA,ALL,2,10,10,,,,,,,,,,,,,,,,,,,,,,
445,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
446,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
447,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
448,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,7.7,L,,,48,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
449,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,2.3,L,270,,47,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
450,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,2.3,L,270,,47,RYOY,ALL,2,4,4,,,,,,,,,,,,,,,,,,,,,,
451,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,2.2,L,270,,47,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
452,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,2.2,L,270,,47,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
453,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,2.2,L,270,,47,EMLA,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
454,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,2.2,L,270,,47,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
455,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,1.8,L,270,,47,SEBYTy,ALL,1,2,2,,,,,,,,,,,,,,,,,,,,,,
456,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,1.8,L,270,,47,SEME,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
457,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,1.8,L,270,,47,EMLA,ALL,4,15,15,,,,,,,,,,,,,,,,,,,,,,
458,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,1.8,L,270,,47,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
459,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,1.8,L,270,,47,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
460,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,1.8,L,270,,47,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
461,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,1.8,L,270,,47,EMLA,ALL,5,15,15,,,,,,,,,,,,,,,,,,,,,,
462,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,1.8,L,270,,47,EMLA,ALL,3,20,20,,,,,,,,,,,,,,,,,,,,,,
463,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,1.8,L,270,,47,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
464,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.2,L,90,,52,SEBYTy,ALL,1,3,3,,,,,,,,,,,,,,,,,,,,,,
465,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.2,L,90,,52,SEME,ALL,3,25,25,,,,,,,,,,,,,,,,,,,,,,
466,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.2,L,90,,52,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
467,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.2,L,90,,52,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
468,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.2,L,90,,52,EMLA,ALL,6,10,10,,,,,,,,,,,,,,,,,,,,,,
469,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.2,L,90,,52,EMLA,ALL,5,15,15,,,,,,,,,,,,,,,,,,,,,,
470,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.2,L,90,,52,EMLA,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
471,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.2,L,90,,52,OXPI,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
472,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,1.5,L,90,,52,SEME,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
473,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,1.5,L,90,,52,EMLA,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
474,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,1.5,L,90,,52,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
475,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,1.5,L,90,,47,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
476,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,1.5,L,90,,47,SEME,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
477,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,1.5,L,90,,47,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
478,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,1.5,L,90,,47,SEME,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
479,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,1.5,L,90,,47,EMLA,ALL,6,10,10,,,,,,,,,,,,,,,,,,,,,,
480,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,1.5,L,90,,47,EMLA,ALL,3,20,20,,,,,,,,,,,,,,,,,,,,,,
481,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,1.5,L,90,,47,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
482,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,2.1,L,45,,47,RYOY,ALL,1,3,3,,,,,,,,,,,,,,,,,,,,,,
483,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,2.1,L,45,,47,EMLA,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
484,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,2.1,L,45,,47,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
485,2017,8,1,Destruction Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,2.1,L,45,,47,OPEL,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
486,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,28,5.0,L,270,,51,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
487,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,28,5.0,L,270,,51,SEME,ALL,3,35,35,,,,,,,,,,,,,,,,,,,,,,
488,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,28,5.0,L,270,,51,SEME,ALL,8,40,40,,,,,,,,,,,,,,,,,,,,,,
489,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,28,5.0,L,270,,51,SECA,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
490,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,28,5.0,L,270,,51,SECA,ALL,1,45,45,,,,,,,,,,,,,,,,,,,,,,
491,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,28,5.0,L,270,,51,HEDE,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
492,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,21,5.0,L,270,,51,SEME,ALL,10,30,30,,,,,,,,,,,,,,,,,,,,,,
493,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,21,5.0,L,270,,51,SEME,ALL,12,35,35,,,,,,,,,,,,,,,,,,,,,,
494,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,21,5.0,L,270,,51,SEME,ALL,2,45,45,,,,,,,,,,,,,,,,,,,,,,
495,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,21,5.0,L,270,,51,HEDE,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
496,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,21,5.0,L,270,,51,HEDE,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
497,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,21,5.0,L,270,,51,RHNI,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
498,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,25,4.0,L,330,,50,SEME,ALL,4,30,30,,,,,,,,,,,,,,,,,,,,,,
499,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,25,4.0,L,330,,50,SEME,ALL,7,35,35,,,,,,,,,,,,,,,,,,,,,,
500,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,25,4.0,L,330,,50,SEME,ALL,5,40,40,,,,,,,,,,,,,,,,,,,,,,
501,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,25,4.0,L,330,,50,SECA,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
502,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,25,4.0,L,330,,50,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
503,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,25,4.0,L,330,,50,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
504,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,25,4.0,L,330,,50,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
505,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,25,4.0,L,330,,50,HEDE,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
506,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,SEME,ALL,3,10,10,,,,,,,,,,,,,,,,,,,,,,
507,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,SEME,ALL,4,30,30,,,,,,,,,,,,,,,,,,,,,,
508,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,SEME,ALL,12,35,35,,,,,,,,,,,,,,,,,,,,,,
509,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,SEME,ALL,4,40,40,,,,,,,,,,,,,,,,,,,,,,
510,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
511,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
512,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
513,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,AUFL,ALL,10,10,10,,,,,,,,,,,,,,,,,,,,,,
514,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,29,3.5,L,220,,49,SEMA,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
515,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,13,2.6,L,180,,49,EMLA,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
516,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,13,2.6,L,180,,49,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
517,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,13,2.6,L,180,,49,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
518,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,10,2.8,L,180,,49,SEBYTy,ALL,3,6,6,,,,,,,,,,,,,,,,,,,,,,
519,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,10,2.8,L,180,,49,RIMU,ALL,1,4,4,,,,,,,,,,,,,,,,,,,,,,
520,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,10,2.8,L,180,,49,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
521,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,10,4.5,L,150,,49,RIMU,ALL,1,2,2,,,,,,,,,,,,,,,,,,,,,,
522,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,10,4.5,L,150,,49,RHNI,ALL,1,4,4,,,,,,,,,,,,,,,,,,,,,,
523,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,12,2.6,L,180,,49,RYOY,ALL,3,5,5,,,,,,,,,,,,,,,,,,,,,,
524,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,1,,25,2.5,L,150,,54,SEME,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
525,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,1,,25,2.5,L,150,,54,SEME,ALL,4,35,35,,,,,,,,,,,,,,,,,,,,,,
526,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,1,,25,2.5,L,150,,54,SEME,ALL,3,40,40,,,,,,,,,,,,,,,,,,,,,,
527,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,1,,25,2.5,L,150,,54,SECA,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
528,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,2,,25,2.8,L,270,,51,SEME,ALL,3,25,25,,,,,,,,,,,,,,,,,,,,,,
529,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,2,,25,2.8,L,270,,51,SEME,ALL,4,35,35,,,,,,,,,,,,,,,,,,,,,,
530,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,2,,25,2.8,L,270,,51,SEME,ALL,4,40,40,,,,,,,,,,,,,,,,,,,,,,
531,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,2,,25,2.8,L,270,,51,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
532,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,2,,25,2.8,L,270,,51,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
533,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,2,,25,2.8,L,270,,51,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
534,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,2,,25,2.8,L,270,,51,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
535,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,3,,21,2.5,L,150,,50,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
536,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,3,,21,2.5,L,150,,50,HEDE,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
537,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,3,,21,2.5,L,150,,50,OPEL,ALL,2,50,50,,,,,,,,,,,,,,,,,,,,,,
538,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,21,2.5,L,150,,50,SEBYTy,ALL,2,8,8,,,,,,,,,,,,,,,,,,,,,,
539,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,21,2.5,L,150,,50,SECA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
540,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,21,2.5,L,150,,50,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
541,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,21,2.5,L,150,,50,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
542,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,21,2.5,L,150,,50,AUFL,ALL,5,10,10,,,,,,,,,,,,,,,,,,,,,,
543,2017,8,4,Neah Bay,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,21,2.5,L,150,,50,AUFL,ALL,30,8,8,,,,,,,,,,,,,,,,,,,,,,
544,2017,8,4,Neah Bay,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,10,2.5,L,300,,50,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
