entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH (M),DEPTH (FT),SEGMENT,CATEGORY,CLASSCODE,COUNT,Cntrl a,notes,problems
2452,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,0-10m,COVER,LEAFYRED,1,,,
2453,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,0-10m,COVER,CRUCOR,4,,,
2454,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,0-10m,COVER,ARTCOR,1,,,
2455,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,0-10m,COVER,NEREO_HF,1,,,
2456,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,10-20m,COVER,BRANCH,3,,,
2457,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,10-20m,COVER,LEAFYRED,2,,,
2458,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,10-20m,COVER,CRUCOR,2,,,
2459,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,10-20m,COVER,ARTCOR,1,,,
2460,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,10-20m,COVER,PTERO,1,,,
2461,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,10-20m,COVER,BROWNUN,1,,,
2462,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,20-30m,COVER,BRANCH,2,,,
2463,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,20-30m,COVER,LEAFYRED,2,,,
2464,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,20-30m,COVER,CRUCOR,1,,,
2465,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,20-30m,COVER,PTERO,4,,,
2466,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,2,,,27,20-30m,COVER,COLTUN,1,,,
2467,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,0-10m,SUBSTRATE,BEDRK,10,,,
2468,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,SUBSTRATE,BEDRK,10,,,
2469,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,SUBSTRATE,BEDRK,10,,,
2470,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,0-10m,RELIEF,10cm-1m,9,,,
2471,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,0-10m,RELIEF,1m-2m,1,,,
2472,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,RELIEF,1m-2m,3,,,
2473,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,RELIEF,10cm-1m,5,,,
2474,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,RELIEF,>2m,2,,,
2475,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,RELIEF,10cm-1m,8,,,
2476,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,RELIEF,1m-2m,2,,,
2477,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,0-10m,COVER,BRANCH,3,,,
2478,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,0-10m,COVER,LEAFYRED,2,,,
2479,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,0-10m,COVER,PTERO,1,,,
2480,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,0-10m,COVER,BROWNUN,4,,,
2481,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,COVER,BRANCH,2,,,
2482,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,COVER,LEAFYRED,3,,,
2483,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,COVER,CRUCOR,1,,,
2484,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,COVER,PTERO,3,,,
2485,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,10-20m,COVER,BROWNUN,1,,,
2486,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,COVER,BRANCH,4,,,
2487,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,COVER,BUSHY,1,,,
2488,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,COVER,NEREO_HF,2,,,
2489,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,COVER,PTERO,1,,,
2490,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,COVER,BROWNUN,1,,,
2491,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,3,,,28,20-30m,COVER,COLTUN,1,,,
2492,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,SUBSTRATE,BEDRK,10,,,
2493,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,SUBSTRATE,BEDRK,10,,,
2494,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,20-30m,SUBSTRATE,BEDRK,10,,,
2495,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,RELIEF,10cm-1m,3,,,
2496,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,RELIEF,1m-2m,3,,,
2497,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,RELIEF,>2m,4,,,
2498,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,RELIEF,10cm-1m,4,,,
2499,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,RELIEF,1m-2m,2,,,
2500,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,RELIEF,>2m,4,,,
2501,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,20-30m,RELIEF,10cm-1m,2,,,
2502,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,20-30m,RELIEF,1m-2m,6,,,
2503,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,20-30m,RELIEF,>2m,2,,,
2504,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,COVER,SHELL,1,,,
2505,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,COVER,BRANCH,1,,,
2506,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,COVER,LEAFYRED,1,,,
2507,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,COVER,ENCRED,1,,,
2508,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,COVER,CRUCOR,3,,,
2509,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,COVER,PTERO,1,,,
2510,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,0-10m,COVER,SPONGE,2,,,
2511,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,COVER,BRANCH,3,,,
2512,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,COVER,LEAFYRED,1,,,
2513,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,COVER,BUSHY,1,,,
2514,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,COVER,CRUCOR,1,,,
2515,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,COVER,SPONGE,2,,,
2516,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,10-20m,COVER,COLTUN,1,,,
2517,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,20-30m,COVER,BRANCH,6,,,
2518,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,20-30m,COVER,CRUCOR,1,,,
2519,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,20-30m,COVER,ARTCOR,1,,,
2520,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,1,10,4,,,34,20-30m,COVER,COLTUN,2,,,
2521,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,SUBSTRATE,BEDRK,9,,,
2522,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,SUBSTRATE,BOULD,1,,,
2523,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,10-20m,SUBSTRATE,BEDRK,10,,,
2524,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,SUBSTRATE,BEDRK,9,,,
2525,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,SUBSTRATE,BOULD,1,,,
2526,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,RELIEF,1m-2m,1,,,
2527,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,RELIEF,>2m,9,,,
2528,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,10-20m,RELIEF,1m-2m,4,,,
2529,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,10-20m,RELIEF,>2m,6,,,
2530,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,RELIEF,10cm-1m,1,,,
2531,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,RELIEF,1m-2m,3,,,
2532,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,RELIEF,>2m,6,,,
2533,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,COVER,BRANCH,1,,,
2534,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,COVER,LEAFYRED,6,,,
2535,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,COVER,CRUCOR,1,,,
2536,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,COVER,NEREO_HF,1,,,
2537,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,0-10m,COVER,COLTUN,1,,,
2538,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,10-20m,COVER,BRANCH,2,,,
2539,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,10-20m,COVER,LEAFYRED,4,,,
2540,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,10-20m,COVER,CRUCOR,1,,,
2541,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,10-20m,COVER,NEREO_HF,1,,,
2542,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,10-20m,COVER,BROWNUN,2,,,
2543,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,COVER,LEAFYRED,5,,,
2544,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,COVER,ENCRED,1,,,
2545,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,COVER,CRUCOR,2,,,
2546,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,COVER,BARNAC,1,,,
2547,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,1,,,34,20-30m,COVER,SPONGE,1,,,
2548,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,0-10m,SUBSTRATE,BEDRK,10,,,
2549,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,SUBSTRATE,BEDRK,9,,,
2550,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,SUBSTRATE,BOULD,1,,,
2551,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,SUBSTRATE,BEDRK,8,,,
2552,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,SUBSTRATE,BOULD,1,,,
2553,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,SUBSTRATE,COB,1,,,
2554,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,0-10m,RELIEF,10cm-1m,2,,,
2555,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,0-10m,RELIEF,1m-2m,4,,,
2556,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,0-10m,RELIEF,>2m,4,,,
2557,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,RELIEF,1m-2m,5,,,
2558,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,RELIEF,>2m,5,,,
2559,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,RELIEF,10cm-1m,1,,,
2560,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,RELIEF,1m-2m,7,,,
2561,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,RELIEF,>2m,2,,,
2562,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,0-10m,COVER,BRANCH,3,,,
2563,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,0-10m,COVER,CRUCOR,3,,,
2564,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,0-10m,COVER,BARNAC,3,,,
2565,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,0-10m,COVER,SPONGE,1,,,
2566,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,COVER,BRANCH,4,,,
2567,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,COVER,LEAFYRED,2,,,
2568,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,COVER,CRUCOR,1,,,
2569,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,COVER,BARNAC,1,,,
2570,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,10-20m,COVER,SPONGE,2,,,
2571,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,COVER,BRANCH,3,,,
2572,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,COVER,LEAFYRED,2,,,
2573,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,COVER,CRUCOR,2,,,
2574,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,COVER,NEREO_HF,2,,,
2575,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,2,,,30,20-30m,COVER,COLTUN,1,,,
2576,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,0-10m,SUBSTRATE,BEDRK,7,,,
2577,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,0-10m,SUBSTRATE,BOULD,3,,,
2578,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,SUBSTRATE,BEDRK,10,,,
2579,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,20-30m,SUBSTRATE,BEDRK,3,,,
2580,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,20-30m,SUBSTRATE,BOULD,7,,,
2581,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,0-10m,RELIEF,10cm-1m,4,,,
2582,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,0-10m,RELIEF,1m-2m,6,,,
2583,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,RELIEF,10cm-1m,2,,,
2584,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,RELIEF,1m-2m,6,,,
2585,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,RELIEF,>2m,2,,,
2586,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,20-30m,RELIEF,10cm-1m,7,,,
2587,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,20-30m,RELIEF,1m-2m,3,,,
2588,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,0-10m,COVER,SHELL,1,,,
2589,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,0-10m,COVER,BRANCH,1,,,
2590,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,0-10m,COVER,CRUCOR,6,,,
2591,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,0-10m,COVER,BARNAC,2,,,
2592,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,COVER,BRANCH,4,,,
2593,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,COVER,LEAFYRED,1,,,
2594,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,COVER,CRUCOR,2,,,
2595,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,COVER,BARNAC,1,,,
2596,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,10-20m,COVER,SPONGE,2,,,
2597,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,20-30m,COVER,BRANCH,1,,,
2598,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,20-30m,COVER,CRUCOR,8,,,
2599,2017,8,3,Tatoosh Island,Kinsey Frick,Jameal Samhouri,2,10,3,,,34,20-30m,COVER,BARNAC,1,,,
2600,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,0-10m,SUBSTRATE,BOULD,6,,,
2601,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,0-10m,SUBSTRATE,COB,4,,,
2602,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,10-20m,SUBSTRATE,BOULD,5,,,
2603,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,10-20m,SUBSTRATE,COB,5,,,
2604,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,20-30m,SUBSTRATE,BOULD,10,,,
2605,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,0-10m,RELIEF,0-10cm,10,,,
2606,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,10-20m,RELIEF,0-10cm,10,,,
2607,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,20-30m,RELIEF,0-10cm,10,,,
2608,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,0-10m,COVER,LEAFYRED,6,,,
2609,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,0-10m,COVER,CRUCOR,3,,,
2610,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,0-10m,COVER,ARTCOR,1,,,
2611,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,10-20m,COVER,LEAFYRED,6,,,
2612,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,10-20m,COVER,CRUCOR,1,,,
2613,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,10-20m,COVER,COLTUN,2,,,
2614,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,10-20m,COVER,BRYO,1,,,
2615,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,1,,,15,20-30m,COVER,LEAFYRED,10,,,
2616,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,0-10m,SUBSTRATE,BOULD,7,,,
2617,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,0-10m,SUBSTRATE,COB,3,,,
2618,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,10-20m,SUBSTRATE,COB,2,,,
2619,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,10-20m,SUBSTRATE,BOULD,8,,,
2620,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,20-30m,SUBSTRATE,BOULD,6,,,
2621,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,20-30m,SUBSTRATE,COB,4,,,
2622,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,0-10m,RELIEF,0-10cm,10,,,
2623,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,10-20m,RELIEF,0-10cm,10,,,
2624,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,20-30m,RELIEF,0-10cm,10,,,
2625,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,0-10m,COVER,LEAFYRED,7,,,
2626,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,0-10m,COVER,ENCRED,1,,,
2627,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,0-10m,COVER,CRUCOR,1,,,
2628,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,0-10m,COVER,ARTCOR,1,,,
2629,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,10-20m,COVER,LEAFYRED,8,,,
2630,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,10-20m,COVER,CRUCOR,1,,,
2631,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,10-20m,COVER,BARNAC,1,,,
2632,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,20-30m,COVER,LEAFYRED,6,,,
2633,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,20-30m,COVER,CRUCOR,3,,,
2634,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,2,,,15,20-30m,COVER,SPONGE,1,,,
2635,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,0-10m,SUBSTRATE,BOULD,7,,,
2636,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,0-10m,SUBSTRATE,COB,3,,,
2637,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,10-20m,SUBSTRATE,COB,2,,,
2638,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,10-20m,SUBSTRATE,BOULD,8,,,
2639,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,20-30m,SUBSTRATE,BOULD,6,,,
2640,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,20-30m,SUBSTRATE,COB,4,,,
2641,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,0-10m,RELIEF,0-10cm,10,,,
2642,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,10-20m,RELIEF,0-10cm,10,,,
2643,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,20-30m,RELIEF,0-10cm,10,,,
2644,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,0-10m,COVER,SHELL,1,,,
2645,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,0-10m,COVER,BRANCH,1,,,
2646,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,0-10m,COVER,LEAFYRED,6,,,
2647,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,0-10m,COVER,CRUCOR,2,,,
2648,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,10-20m,COVER,SHELL,2,,,
2649,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,10-20m,COVER,LEAFYRED,6,,,
2650,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,10-20m,COVER,CRUCOR,2,,,
2651,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,20-30m,COVER,SHELL,1,,,
2652,2017,7,31,Cape Johnson,Kinsey Frick,Steve Lonhart,2,5,3,,,15,20-30m,COVER,LEAFYRED,6,,,
