"year","site","group.name","MEAN","SE.tot","area","zone","common.name","species","N.obs","SD"
1987,"Point of the Arches","cucumber",0,0,NA,5,NA,NA,NA,NA
1987,"Point of the Arches","gastropod",0,0,NA,5,NA,NA,NA,NA
1987,"Point of the Arches","seastar",0.1,0.0670820393249937,NA,5,NA,NA,NA,NA
1987,"Point of the Arches","urchin",4.42,1.12295333830039,NA,5,NA,NA,NA,NA
1995,"Point of the Arches","bivalve",0,0,NA,5,NA,NA,NA,NA
1995,"Point of the Arches","chiton",0,0,NA,5,NA,NA,NA,NA
1995,"Point of the Arches","crab",0,0,NA,5,NA,NA,NA,NA
1995,"Point of the Arches","cucumber",0,0,NA,5,NA,NA,NA,NA
1995,"Point of the Arches","nudibranch",0,0,NA,5,NA,NA,NA,NA
1995,"Point of the Arches","urchin",0,0,NA,5,NA,NA,NA,NA
1999,"Point of the Arches","bivalve",0,0,NA,5,NA,NA,NA,NA
1999,"Point of the Arches","chiton",0,0,NA,5,NA,NA,NA,NA
1999,"Point of the Arches","crab",0,0,NA,5,NA,NA,NA,NA
1999,"Point of the Arches","cucumber",0,0,NA,5,NA,NA,NA,NA
1999,"Point of the Arches","nudibranch",0,0,NA,5,NA,NA,NA,NA
1999,"Point of the Arches","seastar",0.666666667,0.276818266150322,NA,5,NA,NA,NA,NA
1999,"Point of the Arches","urchin",0,0,NA,5,NA,NA,NA,NA
1987,"Rock 305","bivalve",0.1,0.0804984471899924,NA,5,NA,NA,NA,NA
1987,"Rock 305","chiton",0.4,0.181568719772983,NA,5,NA,NA,NA,NA
1987,"Rock 305","crab",0.02,0.0313049516849971,NA,5,NA,NA,NA,NA
1987,"Rock 305","cucumber",1.06,0.362243012354966,NA,5,NA,NA,NA,NA
1987,"Rock 305","gastropod",1.07,0.278320858003851,NA,5,NA,NA,NA,NA
1987,"Rock 305","seastar",0.62,0.223606797749979,NA,5,NA,NA,NA,NA
1987,"Rock 305","urchin",0.48,0.0677528597182436,NA,5,NA,NA,NA,NA
1995,"Rock 305","bivalve",0,0,NA,5,NA,NA,NA,NA
1995,"Rock 305","chiton",0,0,NA,5,NA,NA,NA,NA
1995,"Rock 305","crab",0,0,NA,5,NA,NA,NA,NA
1995,"Rock 305","cucumber",0,0,NA,5,NA,NA,NA,NA
1995,"Rock 305","nudibranch",0,0,NA,5,NA,NA,NA,NA
1995,"Rock 305","urchin",0,0,NA,5,NA,NA,NA,NA
1999,"Rock 305","bivalve",0,0,NA,5,NA,NA,NA,NA
1999,"Rock 305","chiton",0,0,NA,5,NA,NA,NA,NA
1999,"Rock 305","crab",0,0,NA,5,NA,NA,NA,NA
1999,"Rock 305","cucumber",0.763636363636364,0.320166967459702,NA,5,NA,NA,NA,NA
1999,"Rock 305","nudibranch",0,0,NA,5,NA,NA,NA,NA
1999,"Rock 305","seastar",0.533333333,0.31707475220858,NA,5,NA,NA,NA,NA
1999,"Rock 305","urchin",0,0,NA,5,NA,NA,NA,NA
1995,"Tatoosh Island","bivalve",0,0,NA,5,NA,NA,NA,NA
1995,"Tatoosh Island","chiton",0.10125,0.100025934137103,NA,5,NA,NA,NA,NA
1995,"Tatoosh Island","crab",0,0,NA,5,NA,NA,NA,NA
1995,"Tatoosh Island","cucumber",0,0,NA,5,NA,NA,NA,NA
1995,"Tatoosh Island","nudibranch",0,0,NA,5,NA,NA,NA,NA
1995,"Tatoosh Island","urchin",9.3975,2.01596247174892,NA,5,NA,NA,NA,NA
1999,"Tatoosh Island","bivalve",0,0,NA,5,NA,NA,NA,NA
1999,"Tatoosh Island","chiton",0.0091588785046729,0.00939612615144434,NA,5,NA,NA,NA,NA
1999,"Tatoosh Island","crab",0.00934579439252336,0.00934579439252337,NA,5,NA,NA,NA,NA
1999,"Tatoosh Island","cucumber",0.0280373831775701,0.0186915887850467,NA,5,NA,NA,NA,NA
1999,"Tatoosh Island","nudibranch",0,0,NA,5,NA,NA,NA,NA
1999,"Tatoosh Island","seastar",0.533333333,0.328203549354228,NA,5,NA,NA,NA,NA
1999,"Tatoosh Island","urchin",0.0186915887850467,0.00934579439252337,NA,5,NA,NA,NA,NA
1987,"Teahwhit Head","bivalve",0.19,0.10285912696499,NA,5,NA,NA,NA,NA
1987,"Teahwhit Head","chiton",0.36,0.151605408874486,NA,5,NA,NA,NA,NA
1987,"Teahwhit Head","crab",0.15,0.111803398874989,NA,5,NA,NA,NA,NA
1987,"Teahwhit Head","cucumber",1.31,0.494171023027453,NA,5,NA,NA,NA,NA
1987,"Teahwhit Head","gastropod",1.035,0.42235204509982,NA,5,NA,NA,NA,NA
1987,"Teahwhit Head","seastar",0.88,0.272029410174709,NA,5,NA,NA,NA,NA
1987,"Teahwhit Head","urchin",0.33,0.168375918705734,NA,5,NA,NA,NA,NA
1995,"Teahwhit Head","bivalve",0,0,NA,5,NA,NA,NA,NA
1995,"Teahwhit Head","chiton",0,0,NA,5,NA,NA,NA,NA
1995,"Teahwhit Head","crab",0,0,NA,5,NA,NA,NA,NA
1995,"Teahwhit Head","cucumber",0,0,NA,5,NA,NA,NA,NA
1995,"Teahwhit Head","nudibranch",0,0,NA,5,NA,NA,NA,NA
1995,"Teahwhit Head","urchin",0,0,NA,5,NA,NA,NA,NA
1999,"Teahwhit Head","bivalve",0.0363636363636364,0.0367404716757035,NA,5,NA,NA,NA,NA
1999,"Teahwhit Head","chiton",0.0272727272727273,0.0104972776216296,NA,5,NA,NA,NA,NA
1999,"Teahwhit Head","crab",0,0,NA,5,NA,NA,NA,NA
1999,"Teahwhit Head","cucumber",0.481818181818182,0.267680579351554,NA,5,NA,NA,NA,NA
1999,"Teahwhit Head","nudibranch",0,0,NA,5,NA,NA,NA,NA
1999,"Teahwhit Head","seastar",0.266666667,0.185282222375957,NA,5,NA,NA,NA,NA
1999,"Teahwhit Head","urchin",0,0,NA,5,NA,NA,NA,NA
2015,"Anderson Point","nudibranch",0,0,NA,5,"Acanthodoris hudsoni, white nudibranch with yellow margin (we lump with Cadlina luteomarginata)","ACAHUD",4,0
2015,"Anderson Point","nudibranch",0,0,NA,5,"Acanthodoris nanaimo","ACANAN",4,0
2015,"Anderson Point","gastropod",0,0,NA,5,"Acmaea mitra, white cap limpet","ACMMIT",4,0
2015,"Anderson Point","anenome",0,0,NA,5,"Anthopleura elegantissima, aggregating anemone","ANTELE",4,0
2015,"Anderson Point","anenome",0,0,NA,5,"Anthopleura xanthogrammica","ANTXAN",4,0
2015,"Anderson Point",NA,0,0,NA,5,"Balanus nubilis, giant acorn barnacle","BALNUB",4,0
2015,"Anderson Point",NA,0,0,NA,5,"Cadlina luteomarginata","CADLUT",4,0
2015,"Anderson Point","crab",0,0,NA,5,"Cancer oregonensis, pygmy rock crab","CANORE",4,0
2015,"Anderson Point","crab",0,0,NA,5,"Cancer spp., cancer crab","CANSPP",4,0
2015,"Anderson Point","gastropod",0,0,NA,5,"Ceratostoma","CERFOL",4,0
2015,"Anderson Point",NA,0,0,NA,5,"Chiton","CHITON",4,0
2015,"Anderson Point","bivalve",0,0,NA,5,"Clinocardium","CLAMSP",4,0
2015,"Anderson Point","sponge",0,0,NA,5,"Craniella arb, grey tennis ball sponge","CRAARB",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Crossaster papposus, sea star","CROPAP",4,0
2015,"Anderson Point","crab",0,0,NA,5,"Cryptolithoides sitchensis, umbrella crab","CRYSIT",4,0
2015,"Anderson Point","cucumber",0.158333333333333,0.0853912563829967,NA,5,"Cucumaria","CUCMIN",4,0.170782512765993
2015,"Anderson Point","seastar",0.05,0.0215165741455968,NA,5,"Dermasterias","DERIMB",4,0.0430331482911935
2015,"Anderson Point","nudibranch",0,0,NA,5,"Dialula sandiegensis","DIASAN",4,0
2015,"Anderson Point","gastropod",0,0,NA,5,"Diodora aspera","DIOASP",4,0
2015,"Anderson Point","nudibranch",0,0,NA,5,"Dirona","DIRALB",4,0
2015,"Anderson Point","octopus",0,0,NA,5,"Enteroctopus dofleini","ENTDOF",4,0
2015,"Anderson Point","anenome",0,0,NA,5,"Epiactis prolifera","EPIPRO",4,0
2015,"Anderson Point","cucumber",0,0,NA,5,"Eupentacta","EUPQUI",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Evasterias","EVATRO",4,0
2015,"Anderson Point","gastropod",0,0,NA,5,"Fusitriton oregonensis","FUSORE",4,0
2015,"Anderson Point","chiton",0,0,NA,5,"Gumboot chiton","CRYSTE",4,0
2015,"Anderson Point","gastropod",0,0,NA,5,"Haliotis kamtschatkana, pinto abalone","HALKAM",4,0
2015,"Anderson Point","seastar",0.025,0.0159571184626056,NA,5,"Henricia leviuscula","HENLEV",4,0.0319142369252113
2015,"Anderson Point","nudibranch",0,0,NA,5,"Hermissenda crassicornis, opalescent nudibranch","HERCRA",4,0
2015,"Anderson Point","nudibranch",0,0,NA,5,"Janolus fuscus, nudibranch","JANFUS",4,0
2015,"Anderson Point","seastar.small",0,0,NA,5,"Lepasterias spp.","LEPSPP",4,0
2015,"Anderson Point","nudibranch",0,0,NA,5,"Limacia cockerelli","LIMCOC",4,0
2015,"Anderson Point","gastropod",0,0,NA,5,"Lirabuccinum dirum, dire whelk","LIRDIR",4,0
2015,"Anderson Point","crab",0,0,NA,5,"Lopholithodes mandtii, Puget Sound king crab","LOPMAN",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Mediaster aequalis","MEDAEQ",4,0
2015,"Anderson Point","urchin",0,0,NA,5,"Mesocentrotus franciscanus, red urchin","MESFRA",4,0
2015,"Anderson Point","anenome",0,0,NA,5,"Metridium giganteum, giant plumose anemone","METGIG",4,0
2015,"Anderson Point","anenome",0,0,NA,5,"Metridium spp., white plumed anemones","METSPP",4,0
2015,"Anderson Point","crab",0,0,NA,5,"Mimulus","MIMFOL",4,0
2015,"Anderson Point","bivalve",0,0,NA,5,"Mytilus californianus, California mussel","MYTCAL",4,0
2015,"Anderson Point","crab",0,0,NA,5,"Northern kelp crab","PUGPRO",4,0
2015,"Anderson Point","gastropod",0,0,NA,5,"Nucella lamellosa, whelk (used generally for rough predatory whelks)","NUCLAM",4,0
2015,"Anderson Point","nudibranch",0,0,NA,5,"Nudibranch","NUDIBR",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Orthasterias koehleri, rainbow star","ORTKOE",4,0
2015,"Anderson Point",NA,0,0,NA,5,"Pagurus spp, hermit crabs","PAGSPP",4,0
2015,"Anderson Point","cucumber",0,0,NA,5,"Parastichopus","PARCAL",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Patiria miniata, bat star","PATMIN",4,0
2015,"Anderson Point","nudibranch",0.00833333333333333,0.00833333333333333,NA,5,"Peltodoris nobilis","PELNOB",4,0.0166666666666667
2015,"Anderson Point","crab",0,0,NA,5,"Phyllolithodes papillosus","CRYDEC",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Pisaster","PISOCH",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Pisaster brevispinus, short spined star","PISBRE",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Pisaster giganteus, giant spined star","PISGIG",4,0
2015,"Anderson Point",NA,0,0,NA,5,"Pollicipes spp. Gooseneck barnacles","POLSPP",4,0
2015,"Anderson Point",NA,0,0,NA,5,"Pteraster tesselatus","PTETES",4,0
2015,"Anderson Point","crab",0,0,NA,5,"Pugettia gracilis, graceful kelp crab","PUGGRA",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Pycnopodia helianthoides","PYCHEL",4,0
2015,"Anderson Point","bivalve",0.0166666666666667,0.0166666666666667,NA,5,"Rock scallop","CRAGIG",4,0.0333333333333333
2015,"Anderson Point","crab",0.0166666666666667,0.0166666666666667,NA,5,"Scyra acutifrons","SCYDEC",4,0.0333333333333333
2015,"Anderson Point","seastar.small",0,0,NA,5,"Seastar","STARREC",4,0
2015,"Anderson Point",NA,0,0,NA,5,"Solaster dawsoni, morning sun star","SOLDAW",4,0
2015,"Anderson Point","seastar",0,0,NA,5,"Solaster stimpsoni","SOLSTI",4,0
2015,"Anderson Point","urchin",0.00833333333333333,0.00833333333333333,NA,5,"Strongylocentrotus purpuratus","STRPUR",4,0.0166666666666667
2015,"Anderson Point","tunicate",0.225,0.0209717623201965,NA,5,"Styela","STYMON",4,0.0419435246403931
2015,"Anderson Point",NA,0,0,NA,5,"Stylasterias forreri","STYFOR",4,0
2015,"Anderson Point","gastropod",0,0,NA,5,"Tegula spp., turban snails","TEGSPP",4,0
2015,"Anderson Point","nudibranch",0,0,NA,5,"Triophe catalinidae","TRICAT",4,0
2015,"Anderson Point",NA,0,0,NA,5,"Unidentified mobile invert species","UNIDSP",4,0
2015,"Anderson Point","anenome",0.00833333333333333,0.00833333333333333,NA,5,"Urticina crassicornis","URTCRA",4,0.0166666666666667
2015,"Anderson Point","anenome",0,0,NA,5,"Urticina lofotensis","URTLOF",4,0
2015,"Anderson Point","anenome",0,0,NA,5,"Urticina piscivora, fish-eating anemone","URTPIS",4,0
2015,"Anderson Point","anenome",0,0,NA,5,"Urticina spp., Urticina spp.","URTSPP",4,0
2015,"Anderson Point","urchin",0,0,NA,5,"green urchin","STRDRO",4,0
2015,"Anderson Point","bivalve",0,0,NA,5,"jingle shell","PODSPP",4,0
2015,"Anderson Point","bivalve",0,0,NA,5,"misc. scallops (not rock)","SCALLOP",4,0
2015,"Anderson Point","nudibranch",0,0,NA,5,NA,"DORODH",4,0
2015,"Cape Alava","nudibranch",0,0,NA,5,"Acanthodoris hudsoni, white nudibranch with yellow margin (we lump with Cadlina luteomarginata)","ACAHUD",4,0
2015,"Cape Alava","nudibranch",0,0,NA,5,"Acanthodoris nanaimo","ACANAN",4,0
2015,"Cape Alava","gastropod",0,0,NA,5,"Acmaea mitra, white cap limpet","ACMMIT",4,0
2015,"Cape Alava","anenome",0,0,NA,5,"Anthopleura elegantissima, aggregating anemone","ANTELE",4,0
2015,"Cape Alava","anenome",0,0,NA,5,"Anthopleura xanthogrammica","ANTXAN",4,0
2015,"Cape Alava",NA,0,0,NA,5,"Balanus nubilis, giant acorn barnacle","BALNUB",4,0
2015,"Cape Alava",NA,0,0,NA,5,"Cadlina luteomarginata","CADLUT",4,0
2015,"Cape Alava","crab",0,0,NA,5,"Cancer oregonensis, pygmy rock crab","CANORE",4,0
2015,"Cape Alava","crab",0,0,NA,5,"Cancer spp., cancer crab","CANSPP",4,0
2015,"Cape Alava","gastropod",0,0,NA,5,"Ceratostoma","CERFOL",4,0
2015,"Cape Alava",NA,0,0,NA,5,"Chiton","CHITON",4,0
2015,"Cape Alava","bivalve",0,0,NA,5,"Clinocardium","CLAMSP",4,0
2015,"Cape Alava","sponge",0,0,NA,5,"Craniella arb, grey tennis ball sponge","CRAARB",4,0
2015,"Cape Alava","seastar",0,0,NA,5,"Crossaster papposus, sea star","CROPAP",4,0
2015,"Cape Alava","crab",0,0,NA,5,"Cryptolithoides sitchensis, umbrella crab","CRYSIT",4,0
2015,"Cape Alava","cucumber",0.0666666666666667,0.0408248290463863,NA,5,"Cucumaria","CUCMIN",4,0.0816496580927726
2015,"Cape Alava","seastar",0.05,0.0166666666666667,NA,5,"Dermasterias","DERIMB",4,0.0333333333333333
2015,"Cape Alava","nudibranch",0,0,NA,5,"Dialula sandiegensis","DIASAN",4,0
2015,"Cape Alava","gastropod",0,0,NA,5,"Diodora aspera","DIOASP",4,0
2015,"Cape Alava","nudibranch",0,0,NA,5,"Dirona","DIRALB",4,0
2015,"Cape Alava","octopus",0,0,NA,5,"Enteroctopus dofleini","ENTDOF",4,0
2015,"Cape Alava","anenome",0,0,NA,5,"Epiactis prolifera","EPIPRO",4,0
2015,"Cape Alava","cucumber",0,0,NA,5,"Eupentacta","EUPQUI",4,0
2015,"Cape Alava","seastar",0.00833333333333333,0.00833333333333333,NA,5,"Evasterias","EVATRO",4,0.0166666666666667
2015,"Cape Alava","gastropod",0,0,NA,5,"Fusitriton oregonensis","FUSORE",4,0
2015,"Cape Alava","chiton",0,0,NA,5,"Gumboot chiton","CRYSTE",4,0
2015,"Cape Alava","gastropod",0,0,NA,5,"Haliotis kamtschatkana, pinto abalone","HALKAM",4,0
2015,"Cape Alava","seastar",0.0416666666666667,0.0315494908100015,NA,5,"Henricia leviuscula","HENLEV",4,0.063098981620003
2015,"Cape Alava","nudibranch",0,0,NA,5,"Hermissenda crassicornis, opalescent nudibranch","HERCRA",4,0
2015,"Cape Alava","nudibranch",0,0,NA,5,"Janolus fuscus, nudibranch","JANFUS",4,0
2015,"Cape Alava","seastar.small",0,0,NA,5,"Lepasterias spp.","LEPSPP",4,0
2015,"Cape Alava","nudibranch",0,0,NA,5,"Limacia cockerelli","LIMCOC",4,0
2015,"Cape Alava","gastropod",0,0,NA,5,"Lirabuccinum dirum, dire whelk","LIRDIR",4,0
2015,"Cape Alava","crab",0,0,NA,5,"Lopholithodes mandtii, Puget Sound king crab","LOPMAN",4,0
2015,"Cape Alava","seastar",0,0,NA,5,"Mediaster aequalis","MEDAEQ",4,0
2015,"Cape Alava","urchin",0,0,NA,5,"Mesocentrotus franciscanus, red urchin","MESFRA",4,0
2015,"Cape Alava","anenome",0,0,NA,5,"Metridium giganteum, giant plumose anemone","METGIG",4,0
2015,"Cape Alava","anenome",0,0,NA,5,"Metridium spp., white plumed anemones","METSPP",4,0
2015,"Cape Alava","crab",0.00833333333333333,0.00481125224324688,NA,5,"Mimulus","MIMFOL",4,0.00962250448649376
2015,"Cape Alava","bivalve",0,0,NA,5,"Mytilus californianus, California mussel","MYTCAL",4,0
2015,"Cape Alava","crab",0,0,NA,5,"Northern kelp crab","PUGPRO",4,0
2015,"Cape Alava","gastropod",0,0,NA,5,"Nucella lamellosa, whelk (used generally for rough predatory whelks)","NUCLAM",4,0
2015,"Cape Alava","nudibranch",0,0,NA,5,"Nudibranch","NUDIBR",4,0
2015,"Cape Alava","seastar",0,0,NA,5,"Orthasterias koehleri, rainbow star","ORTKOE",4,0
2015,"Cape Alava",NA,0,0,NA,5,"Pagurus spp, hermit crabs","PAGSPP",4,0
2015,"Cape Alava","cucumber",0,0,NA,5,"Parastichopus","PARCAL",4,0
2015,"Cape Alava","seastar",0,0,NA,5,"Patiria miniata, bat star","PATMIN",4,0
2015,"Cape Alava","nudibranch",0.0416666666666667,0.0198373011903968,NA,5,"Peltodoris nobilis","PELNOB",4,0.0396746023807936
2015,"Cape Alava","crab",0,0,NA,5,"Phyllolithodes papillosus","CRYDEC",4,0
2015,"Cape Alava","seastar",0.00833333333333333,0.00833333333333333,NA,5,"Pisaster","PISOCH",4,0.0166666666666667
2015,"Cape Alava","seastar",0,0,NA,5,"Pisaster brevispinus, short spined star","PISBRE",4,0
2015,"Cape Alava","seastar",0,0,NA,5,"Pisaster giganteus, giant spined star","PISGIG",4,0
2015,"Cape Alava",NA,0,0,NA,5,"Pollicipes spp. Gooseneck barnacles","POLSPP",4,0
2015,"Cape Alava",NA,0,0,NA,5,"Pteraster tesselatus","PTETES",4,0
2015,"Cape Alava","crab",0,0,NA,5,"Pugettia gracilis, graceful kelp crab","PUGGRA",4,0
2015,"Cape Alava","seastar",0,0,NA,5,"Pycnopodia helianthoides","PYCHEL",4,0
2015,"Cape Alava","bivalve",0.00833333333333333,0.00833333333333333,NA,5,"Rock scallop","CRAGIG",4,0.0166666666666667
2015,"Cape Alava","crab",0.00416666666666667,0.00416666666666667,NA,5,"Scyra acutifrons","SCYDEC",4,0.00833333333333333
2015,"Cape Alava","seastar.small",0,0,NA,5,"Seastar","STARREC",4,0
2015,"Cape Alava",NA,0,0,NA,5,"Solaster dawsoni, morning sun star","SOLDAW",4,0
2015,"Cape Alava","seastar",0,0,NA,5,"Solaster stimpsoni","SOLSTI",4,0
2015,"Cape Alava","urchin",0,0,NA,5,"Strongylocentrotus purpuratus","STRPUR",4,0
2015,"Cape Alava","tunicate",0.0541666666666667,0.0314576434802948,NA,5,"Styela","STYMON",4,0.0629152869605896
